ID,2007NA1,2007NA2,2007NA3,2007NA4,2007NA5,2007NAK,2008NA1,2008NA2,2008NA3,2008NA4,2008NA5,2008NAK,2009NA1,2009NA2,2009NA3,2009NA4,2009NA5,2009NAK,2010NA1,2010NA2,2010NA3,2010NA4,2010NA5,2010NAK,High,Medium,Low,E07NA1,E07NA2,E07NA3,E07NA4,E07NA5,E07NAK,E08NA1,E08NA2,E08NA3,E08NA4,E08NA5,E08NAK,E09NA1,E09NA2,E09NA3,E09NA4,E09NA5,E09NAK,E10NA1,E10NA2,E10NA3,E10NA4,E10NA5,E10NAK
134,0,0,1,0,0,2,1,1,0,1,0,2,0,1,0,0,1,2,1,0,1,1,0,2,1,0,0,3.58,3.58,3.58,3.58,3.58,0.00,4.09,4.09,4.09,4.09,4.09,0.00,3.56,3.56,3.56,3.56,3.56,0.00,2.89,2.89,2.89,2.89,2.89,0.00
135,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.43,0.43,0.43,0.43,0.43,0.00,0.38,0.38,0.38,0.38,0.38,0.00,0.39,0.39,0.39,0.39,0.39,0.00,0.31,0.31,0.31,0.31,0.31,0.00
150,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,9.07,9.07,9.07,9.07,9.07,0.00,10.89,10.89,10.89,10.89,10.89,0.00,11.49,11.49,11.49,11.49,11.49,0.00,9.36,9.36,9.36,9.36,9.36,0.00
151,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,17.61,17.61,17.61,17.61,17.61,0.00,20.43,20.43,20.43,20.43,20.43,0.00,18.38,18.38,18.38,18.38,18.38,0.00,16.44,16.44,16.44,16.44,16.44,0.00
152,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,1,0,2,0,1,1,1,1,2,1,0,0,10.93,10.93,10.93,10.93,10.93,0.00,13.73,13.73,13.73,13.73,13.73,0.00,12.04,12.04,12.04,12.04,12.04,0.00,9.95,9.95,9.95,9.95,9.95,0.00
153,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,4.69,4.69,4.69,4.69,4.69,0.00,5.58,5.58,5.58,5.58,5.58,0.00,4.59,4.59,4.59,4.59,4.59,0.00,4.60,4.60,4.60,4.60,4.60,0.00
154,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,3.81,3.81,3.81,3.81,3.81,0.00,4.92,4.92,4.92,4.92,4.92,0.00,3.84,3.84,3.84,3.84,3.84,0.00,4.11,4.11,4.11,4.11,4.11,0.00
155,1,1,0,0,1,2,1,1,0,1,0,2,1,0,0,0,0,2,1,1,1,0,1,2,1,0,0,3.39,3.39,3.39,3.39,3.39,0.00,4.86,4.86,4.86,4.86,4.86,0.00,4.09,4.09,4.09,4.09,4.09,0.00,3.98,3.98,3.98,3.98,3.98,0.00
156,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,2.76,2.76,2.76,2.76,2.76,0.00,4.20,4.20,4.20,4.20,4.20,0.00,3.82,3.82,3.82,3.82,3.82,0.00,3.53,3.53,3.53,3.53,3.53,0.00
157,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,2.35,2.35,2.35,2.35,2.35,0.00,2.32,2.32,2.32,2.32,2.32,0.00,2.32,2.32,2.32,2.32,2.32,0.00,1.90,1.90,1.90,1.90,1.90,0.00
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,13.43,13.43,13.43,13.43,13.43,0.00,14.36,14.36,14.36,14.36,14.36,0.00,14.67,14.67,14.67,14.67,14.67,0.00,17.22,17.22,17.22,17.22,17.22,0.00
170,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,15.13,15.13,15.13,15.13,15.13,0.00,16.19,16.19,16.19,16.19,16.19,0.00,15.88,15.88,15.88,15.88,15.88,0.00,19.49,19.49,19.49,19.49,19.49,0.00
171,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,14.56,14.56,14.56,14.56,14.56,0.00,16.86,16.86,16.86,16.86,16.86,0.00,17.65,17.65,17.65,17.65,17.65,0.00,19.45,19.45,19.45,19.45,19.45,0.00
172,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,2,1,1,1,1,1,2,0,1,0,15.24,15.24,15.24,15.24,15.24,0.00,19.52,19.52,19.52,19.52,19.52,0.00,18.35,18.35,18.35,18.35,18.35,0.00,17.08,17.08,17.08,17.08,17.08,0.00
173,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,2,1,1,1,1,1,2,1,0,0,18.04,18.04,18.04,18.04,18.04,0.00,22.65,22.65,22.65,22.65,22.65,0.00,20.56,20.56,20.56,20.56,20.56,0.00,19.32,19.32,19.32,19.32,19.32,0.00
174,1,0,0,0,1,2,1,0,1,1,0,2,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,12.29,12.29,12.29,12.29,12.29,0.00,15.28,15.28,15.28,15.28,15.28,0.00,13.02,13.02,13.02,13.02,13.02,0.00,11.43,11.43,11.43,11.43,11.43,0.00
175,0,0,1,0,1,0,0,1,0,0,0,2,1,1,1,0,1,2,1,1,1,0,1,2,0,1,0,5.62,5.62,5.62,5.62,5.62,0.00,7.00,7.00,7.00,7.00,7.00,0.00,5.80,5.80,5.80,5.80,5.80,0.00,6.25,6.25,6.25,6.25,6.25,0.00
176,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,9.76,9.76,9.76,9.76,9.76,0.00,10.28,10.28,10.28,10.28,10.28,0.00,9.82,9.82,9.82,9.82,9.82,0.00,10.37,10.37,10.37,10.37,10.37,0.00
177,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,5.80,5.80,5.80,5.80,5.80,0.00,7.64,7.64,7.64,7.64,7.64,0.00,6.61,6.61,6.61,6.61,6.61,0.00,6.54,6.54,6.54,6.54,6.54,0.00
178,0,0,0,1,1,0,1,1,1,0,1,2,1,1,1,1,0,2,1,1,1,1,1,2,0,1,0,4.33,4.33,4.33,4.33,4.33,0.00,5.66,5.66,5.66,5.66,5.66,0.00,5.15,5.15,5.15,5.15,5.15,0.00,4.61,4.61,4.61,4.61,4.61,0.00
179,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,2.39,2.39,2.39,2.39,2.39,0.00,3.09,3.09,3.09,3.09,3.09,0.00,2.83,2.83,2.83,2.83,2.83,0.00,2.60,2.60,2.60,2.60,2.60,0.00
191,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,14.75,14.75,14.75,14.75,14.75,0.00,15.15,15.15,15.15,15.15,15.15,0.00,14.26,14.26,14.26,14.26,14.26,0.00,17.22,17.22,17.22,17.22,17.22,0.00
192,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,16.81,16.81,16.81,16.81,16.81,0.00,19.92,19.92,19.92,19.92,19.92,0.00,17.63,17.63,17.63,17.63,17.63,0.00,19.84,19.84,19.84,19.84,19.84,0.00
193,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,16.68,16.68,16.68,16.68,16.68,0.00,20.29,20.29,20.29,20.29,20.29,0.00,19.14,19.14,19.14,19.14,19.14,0.00,21.46,21.46,21.46,21.46,21.46,0.00
194,1,0,0,1,1,0,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,0,1,0,13.91,13.91,13.91,13.91,13.91,0.00,15.48,15.48,15.48,15.48,15.48,0.00,16.31,16.31,16.31,16.31,16.31,0.00,16.20,16.20,16.20,16.20,16.20,0.00
195,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,2,0,1,1,1,1,2,0,1,0,9.08,9.08,9.08,9.08,9.08,0.00,8.86,8.86,8.86,8.86,8.86,0.00,9.30,9.30,9.30,9.30,9.30,0.00,8.98,8.98,8.98,8.98,8.98,0.00
196,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,3.16,3.16,3.16,3.16,3.16,0.00,3.48,3.48,3.48,3.48,3.48,0.00,3.75,3.75,3.75,3.75,3.75,0.00,3.50,3.50,3.50,3.50,3.50,0.00
197,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,3.88,3.88,3.88,3.88,3.88,0.00,4.04,4.04,4.04,4.04,4.04,0.00,4.21,4.21,4.21,4.21,4.21,0.00,4.22,4.22,4.22,4.22,4.22,0.00
198,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,3.33,3.33,3.33,3.33,3.33,0.00,3.60,3.60,3.60,3.60,3.60,0.00,3.61,3.61,3.61,3.61,3.61,0.00,3.68,3.68,3.68,3.68,3.68,0.00
199,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.88,2.88,2.88,2.88,2.88,0.00,3.56,3.56,3.56,3.56,3.56,0.00,3.52,3.52,3.52,3.52,3.52,0.00,3.29,3.29,3.29,3.29,3.29,0.00
200,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1.99,1.99,1.99,1.99,1.99,0.00,2.39,2.39,2.39,2.39,2.39,0.00,2.29,2.29,2.29,2.29,2.29,0.00,2.55,2.55,2.55,2.55,2.55,0.00
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.80,0.80,0.80,0.80,0.80,0.00,0.97,0.97,0.97,0.97,0.97,0.00,0.93,0.93,0.93,0.93,0.93,0.00,1.04,1.04,1.04,1.04,1.04,0.00
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0.33,0.33,0.33,0.33,0.00,0.54,0.54,0.54,0.54,0.54,0.00,0.50,0.50,0.50,0.50,0.50,0.00,0.52,0.52,0.52,0.52,0.52,0.00
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.25,0.25,0.00,0.45,0.45,0.45,0.45,0.45,0.00,0.41,0.41,0.41,0.41,0.41,0.00,0.41,0.41,0.41,0.41,0.41,0.00
216,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,5.19,5.19,5.19,5.19,5.19,0.00,5.54,5.54,5.54,5.54,5.54,0.00,5.77,5.77,5.77,5.77,5.77,0.00,5.50,5.50,5.50,5.50,5.50,0.00
217,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,3.68,3.68,3.68,3.68,3.68,0.00,4.10,4.10,4.10,4.10,4.10,0.00,4.27,4.27,4.27,4.27,4.27,0.00,3.93,3.93,3.93,3.93,3.93,0.00
218,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2.36,2.36,2.36,2.36,2.36,0.00,2.60,2.60,2.60,2.60,2.60,0.00,3.00,3.00,3.00,3.00,3.00,0.00,2.76,2.76,2.76,2.76,2.76,0.00
219,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.94,1.94,1.94,1.94,1.94,0.00,2.15,2.15,2.15,2.15,2.15,0.00,2.61,2.61,2.61,2.61,2.61,0.00,2.39,2.39,2.39,2.39,2.39,0.00
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.91,1.91,1.91,1.91,1.91,0.00,2.13,2.13,2.13,2.13,2.13,0.00,2.50,2.50,2.50,2.50,2.50,0.00,2.39,2.39,2.39,2.39,2.39,0.00
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1.90,1.90,1.90,1.90,1.90,0.00,2.22,2.22,2.22,2.22,2.22,0.00,2.25,2.25,2.25,2.25,2.25,0.00,2.49,2.49,2.49,2.49,2.49,0.00
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.66,1.66,1.66,1.66,1.66,0.00,2.01,2.01,2.01,2.01,2.01,0.00,1.99,1.99,1.99,1.99,1.99,0.00,2.18,2.18,2.18,2.18,2.18,0.00
223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.57,0.57,0.57,0.57,0.57,0.00,0.89,0.89,0.89,0.89,0.89,0.00,0.87,0.87,0.87,0.87,0.87,0.00,0.85,0.85,0.85,0.85,0.85,0.00
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.73,0.73,0.73,0.73,0.73,0.00,1.03,1.03,1.03,1.03,1.03,0.00,1.05,1.05,1.05,1.05,1.05,0.00,1.01,1.01,1.01,1.01,1.01,0.00
238,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.44,3.44,3.44,3.44,3.44,0.00,3.59,3.59,3.59,3.59,3.59,0.00,4.10,4.10,4.10,4.10,4.10,0.00,3.99,3.99,3.99,3.99,3.99,0.00
239,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1.93,1.93,1.93,1.93,1.93,0.00,2.13,2.13,2.13,2.13,2.13,0.00,2.60,2.60,2.60,2.60,2.60,0.00,2.38,2.38,2.38,2.38,2.38,0.00
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.93,1.93,1.93,1.93,1.93,0.00,2.13,2.13,2.13,2.13,2.13,0.00,2.60,2.60,2.60,2.60,2.60,0.00,2.38,2.38,2.38,2.38,2.38,0.00
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.73,1.73,1.73,1.73,1.73,0.00,1.91,1.91,1.91,1.91,1.91,0.00,2.24,2.24,2.24,2.24,2.24,0.00,2.25,2.25,2.25,2.25,2.25,0.00
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.57,1.57,1.57,1.57,1.57,0.00,1.75,1.75,1.75,1.75,1.75,0.00,1.97,1.97,1.97,1.97,1.97,0.00,2.16,2.16,2.16,2.16,2.16,0.00
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.72,1.72,1.72,1.72,1.72,0.00,1.87,1.87,1.87,1.87,1.87,0.00,2.18,2.18,2.18,2.18,2.18,0.00,2.13,2.13,2.13,2.13,2.13,0.00
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.84,1.84,1.84,1.84,1.84,0.00,1.96,1.96,1.96,1.96,1.96,0.00,2.35,2.35,2.35,2.35,2.35,0.00,2.12,2.12,2.12,2.12,2.12,0.00
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.84,1.84,1.84,1.84,1.84,0.00,1.96,1.96,1.96,1.96,1.96,0.00,2.35,2.35,2.35,2.35,2.35,0.00,2.12,2.12,2.12,2.12,2.12,0.00
260,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2.20,2.20,2.20,2.20,2.20,0.00,2.24,2.24,2.24,2.24,2.24,0.00,2.54,2.54,2.54,2.54,2.54,0.00,2.45,2.45,2.45,2.45,2.45,0.00
261,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.93,1.93,1.93,1.93,1.93,0.00,2.13,2.13,2.13,2.13,2.13,0.00,2.60,2.60,2.60,2.60,2.60,0.00,2.38,2.38,2.38,2.38,2.38,0.00
262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.71,1.71,1.71,1.71,1.71,0.00,1.90,1.90,1.90,1.90,1.90,0.00,2.22,2.22,2.22,2.22,2.22,0.00,2.24,2.24,2.24,2.24,2.24,0.00
263,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.57,1.57,1.57,1.57,1.57,0.00,1.75,1.75,1.75,1.75,1.75,0.00,1.97,1.97,1.97,1.97,1.97,0.00,2.16,2.16,2.16,2.16,2.16,0.00
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.74,1.74,1.74,1.74,1.74,0.00,1.88,1.88,1.88,1.88,1.88,0.00,2.20,2.20,2.20,2.20,2.20,0.00,2.13,2.13,2.13,2.13,2.13,0.00
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.84,1.84,1.84,1.84,1.84,0.00,1.96,1.96,1.96,1.96,1.96,0.00,2.35,2.35,2.35,2.35,2.35,0.00,2.12,2.12,2.12,2.12,2.12,0.00
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1.84,1.84,1.84,1.84,1.84,0.00,1.96,1.96,1.96,1.96,1.96,0.00,2.35,2.35,2.35,2.35,2.35,0.00,2.12,2.12,2.12,2.12,2.12,0.00
280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.15,2.15,2.15,2.15,2.15,0.00,2.22,2.22,2.22,2.22,2.22,0.00,2.55,2.55,2.55,2.55,2.55,0.00,2.44,2.44,2.44,2.44,2.44,0.00
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.72,1.72,1.72,1.72,1.72,0.00,1.90,1.90,1.90,1.90,1.90,0.00,2.23,2.23,2.23,2.23,2.23,0.00,2.25,2.25,2.25,2.25,2.25,0.00
282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.57,1.57,1.57,1.57,1.57,0.00,1.75,1.75,1.75,1.75,1.75,0.00,1.97,1.97,1.97,1.97,1.97,0.00,2.16,2.16,2.16,2.16,2.16,0.00
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.68,1.68,1.68,1.68,1.68,0.00,1.84,1.84,1.84,1.84,1.84,0.00,2.13,2.13,2.13,2.13,2.13,0.00,2.14,2.14,2.14,2.14,2.14,0.00
284,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.84,1.84,1.84,1.84,1.84,0.00,1.96,1.96,1.96,1.96,1.96,0.00,2.35,2.35,2.35,2.35,2.35,0.00,2.12,2.12,2.12,2.12,2.12,0.00
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.84,1.84,1.84,1.84,1.84,0.00,1.96,1.96,1.96,1.96,1.96,0.00,2.35,2.35,2.35,2.35,2.35,0.00,2.12,2.12,2.12,2.12,2.12,0.00
299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2.01,2.01,2.01,2.01,2.01,0.00,2.06,2.06,2.06,2.06,2.06,0.00,2.07,2.07,2.07,2.07,2.07,0.00,2.18,2.18,2.18,2.18,2.18,0.00
300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.12,1.12,1.12,1.12,1.12,0.00,1.85,1.85,1.85,1.85,1.85,0.00,2.04,2.04,2.04,2.04,2.04,0.00,2.01,2.01,2.01,2.01,2.01,0.00
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.97,0.97,0.97,0.97,0.97,0.00,1.87,1.87,1.87,1.87,1.87,0.00,2.04,2.04,2.04,2.04,2.04,0.00,1.96,1.96,1.96,1.96,1.96,0.00
302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.87,0.87,0.87,0.87,0.87,0.00,1.81,1.81,1.81,1.81,1.81,0.00,1.95,1.95,1.95,1.95,1.95,0.00,1.88,1.88,1.88,1.88,1.88,0.00
303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.94,0.94,0.94,0.94,0.94,0.00,1.58,1.58,1.58,1.58,1.58,0.00,1.68,1.68,1.68,1.68,1.68,0.00,1.77,1.77,1.77,1.77,1.77,0.00
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.97,0.97,0.97,0.97,0.97,0.00,1.59,1.59,1.59,1.59,1.59,0.00,1.70,1.70,1.70,1.70,1.70,0.00,1.79,1.79,1.79,1.79,1.79,0.00
319,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.96,0.96,0.96,0.96,0.96,0.00,1.57,1.57,1.57,1.57,1.57,0.00,1.56,1.56,1.56,1.56,1.56,0.00,1.52,1.52,1.52,1.52,1.52,0.00
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.65,0.65,0.65,0.65,0.65,0.00,1.94,1.94,1.94,1.94,1.94,0.00,2.08,2.08,2.08,2.08,2.08,0.00,1.86,1.86,1.86,1.86,1.86,0.00
321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.65,0.65,0.65,0.65,0.65,0.00,1.81,1.81,1.81,1.81,1.81,0.00,1.92,1.92,1.92,1.92,1.92,0.00,1.81,1.81,1.81,1.81,1.81,0.00
322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.65,0.65,0.65,0.65,0.65,0.00,1.45,1.45,1.45,1.45,1.45,0.00,1.46,1.46,1.46,1.46,1.46,0.00,1.66,1.66,1.66,1.66,1.66,0.00
323,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.65,0.65,0.65,0.65,0.65,0.00,1.45,1.45,1.45,1.45,1.45,0.00,1.46,1.46,1.46,1.46,1.46,0.00,1.66,1.66,1.66,1.66,1.66,0.00
337,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.19,1.19,1.19,1.19,1.19,0.00,1.39,1.39,1.39,1.39,1.39,0.00,1.20,1.20,1.20,1.20,1.20,0.00,1.26,1.26,1.26,1.26,1.26,0.00
338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.55,1.55,1.55,1.55,1.55,0.00,1.39,1.39,1.39,1.39,1.39,0.00,1.47,1.47,1.47,1.47,1.47,0.00,1.49,1.49,1.49,1.49,1.49,0.00
339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,0.99,0.99,0.99,0.99,0.00,1.34,1.34,1.34,1.34,1.34,0.00,1.43,1.43,1.43,1.43,1.43,0.00,1.28,1.28,1.28,1.28,1.28,0.00
340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.71,0.71,0.71,0.71,0.71,0.00,1.76,1.76,1.76,1.76,1.76,0.00,1.87,1.87,1.87,1.87,1.87,0.00,1.76,1.76,1.76,1.76,1.76,0.00
341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.65,0.65,0.65,0.65,0.65,0.00,1.45,1.45,1.45,1.45,1.45,0.00,1.46,1.46,1.46,1.46,1.46,0.00,1.66,1.66,1.66,1.66,1.66,0.00
342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.65,0.65,0.65,0.65,0.65,0.00,1.45,1.45,1.45,1.45,1.45,0.00,1.46,1.46,1.46,1.46,1.46,0.00,1.66,1.66,1.66,1.66,1.66,0.00
356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.17,1.17,1.17,1.17,1.17,0.00,1.10,1.10,1.10,1.10,1.10,0.00,1.19,1.19,1.19,1.19,1.19,0.00,1.34,1.34,1.34,1.34,1.34,0.00
357,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.05,2.05,2.05,2.05,2.05,0.00,1.65,1.65,1.65,1.65,1.65,0.00,1.77,1.77,1.77,1.77,1.77,0.00,1.63,1.63,1.63,1.63,1.63,0.00
358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.57,1.57,1.57,1.57,1.57,0.00,1.24,1.24,1.24,1.24,1.24,0.00,1.33,1.33,1.33,1.33,1.33,0.00,1.19,1.19,1.19,1.19,1.19,0.00
359,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.04,2.04,2.04,2.04,2.04,0.00,1.81,1.81,1.81,1.81,1.81,0.00,1.91,1.91,1.91,1.91,1.91,0.00,1.81,1.81,1.81,1.81,1.81,0.00
360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.29,1.29,1.29,1.29,1.29,0.00,1.45,1.45,1.45,1.45,1.45,0.00,1.46,1.46,1.46,1.46,1.46,0.00,1.66,1.66,1.66,1.66,1.66,0.00
361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.39,1.39,1.39,1.39,1.39,0.00,1.45,1.45,1.45,1.45,1.45,0.00,1.46,1.46,1.46,1.46,1.46,0.00,1.66,1.66,1.66,1.66,1.66,0.00
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.64,1.64,1.64,1.64,1.64,0.00,1.49,1.49,1.49,1.49,1.49,0.00,1.57,1.57,1.57,1.57,1.57,0.00,1.53,1.53,1.53,1.53,1.53,0.00
376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.94,1.94,1.94,1.94,1.94,0.00,1.61,1.61,1.61,1.61,1.61,0.00,1.73,1.73,1.73,1.73,1.73,0.00,1.65,1.65,1.65,1.65,1.65,0.00
